"행정구역","2024년03월_계_총인구수","2024년03월_계_연령구간인구수","2024년03월_계_0~9세","2024년03월_계_10~19세","2024년03월_계_20~29세","2024년03월_계_30~39세","2024년03월_계_40~49세","2024년03월_계_50~59세","2024년03월_계_60~69세","2024년03월_계_70~79세","2024년03월_계_80~89세","2024년03월_계_90~99세","2024년03월_계_100세 이상","2024년03월_남_총인구수","2024년03월_남_연령구간인구수","2024년03월_남_0~9세","2024년03월_남_10~19세","2024년03월_남_20~29세","2024년03월_남_30~39세","2024년03월_남_40~49세","2024년03월_남_50~59세","2024년03월_남_60~69세","2024년03월_남_70~79세","2024년03월_남_80~89세","2024년03월_남_90~99세","2024년03월_남_100세 이상","2024년03월_여_총인구수","2024년03월_여_연령구간인구수","2024년03월_여_0~9세","2024년03월_여_10~19세","2024년03월_여_20~29세","2024년03월_여_30~39세","2024년03월_여_40~49세","2024년03월_여_50~59세","2024년03월_여_60~69세","2024년03월_여_70~79세","2024년03월_여_80~89세","2024년03월_여_90~99세","2024년03월_여_100세 이상"
"충청남도 아산시 도고면(4420040000)","4,234","4,234","98","153","251","268","354","682","1,126","667","561","74","0","2,210","2,210","50","79","151","154","222","389","594","346","207","18","0","2,024","2,024","48","74","100","114","132","293","532","321","354","56","0"
"충청남도 아산시 신창면(4420041000)","20,560","20,560","1,128","1,990","2,468","2,034","3,412","3,724","3,061","1,655","950","136","2","10,797","10,797","578","1,017","1,445","1,128","1,861","1,997","1,629","749","362","30","1","9,763","9,763","550","973","1,023","906","1,551","1,727","1,432","906","588","106","1"
"충청남도 아산시 온양1동(4420057000)","8,972","8,972","636","668","1,012","1,362","1,540","1,385","1,274","696","344","53","2","4,736","4,736","343","357","563","753","872","743","643","324","129","9","0","4,236","4,236","293","311","449","609","668","642","631","372","215","44","2"
"충청남도 아산시 온양2동(4420058000)","9,961","9,961","256","644","1,446","1,055","1,266","1,859","1,812","1,024","519","77","3","5,331","5,331","121","345","862","695","732","979","916","453","202","25","1","4,630","4,630","135","299","584","360","534","880","896","571","317","52","2"
"충청남도 아산시 온양3동(4420059000)","39,033","39,033","3,326","5,303","4,537","4,716","7,477","6,348","4,140","2,030","1,003","148","5","19,520","19,520","1,668","2,630","2,429","2,445","3,739","3,319","1,996","878","376","39","1","19,513","19,513","1,658","2,673","2,108","2,271","3,738","3,029","2,144","1,152","627","109","4"
"충청남도 아산시 온양4동(4420060000)","16,363","16,363","838","1,943","1,834","1,470","2,738","3,169","2,359","1,260","646","105","1","8,254","8,254","438","1,038","1,050","798","1,361","1,636","1,136","542","236","19","0","8,109","8,109","400","905","784","672","1,377","1,533","1,223","718","410","86","1"
"충청남도 아산시 온양5동(4420061000)","20,711","20,711","1,380","2,573","2,601","2,297","3,701","3,880","2,446","1,122","630","79","2","10,612","10,612","764","1,344","1,467","1,259","1,856","1,978","1,205","497","223","19","0","10,099","10,099","616","1,229","1,134","1,038","1,845","1,902","1,241","625","407","60","2"
"충청남도 아산시 온양6동(4420062000)","26,629","26,629","2,170","3,203","2,491","3,022","4,988","4,727","3,283","1,653","950","142","0","13,226","13,226","1,051","1,634","1,343","1,515","2,507","2,489","1,660","688","304","35","0","13,403","13,403","1,119","1,569","1,148","1,507","2,481","2,238","1,623","965","646","107","0"
"충청남도 서산시 (4421000000)","175,650","175,650","12,442","16,893","17,173","20,331","26,784","30,037","26,364","14,660","9,175","1,742","49","92,007","92,007","6,363","8,835","10,501","11,615","14,236","16,151","13,414","7,124","3,370","394","4","83,643","83,643","6,079","8,058","6,672","8,716","12,548","13,886","12,950","7,536","5,805","1,348","45"
"충청남도 서산시 대산읍(4421025000)","12,965","12,965","534","790","1,560","1,334","1,561","2,978","2,380","1,053","629","143","3","7,675","7,675","274","427","1,125","929","992","1,844","1,313","526","216","29","0","5,290","5,290","260","363","435","405","569","1,134","1,067","527","413","114","3"
"충청남도 서산시 인지면(4421031000)","7,086","7,086","344","628","524","456","904","1,421","1,348","777","554","126","4","3,640","3,640","194","341","327","248","467","768","690","387","188","29","1","3,446","3,446","150","287","197","208","437","653","658","390","366","97","3"
"충청남도 서산시 부석면(4421032000)","5,122","5,122","76","169","196","206","390","775","1,373","1,047","737","151","2","2,609","2,609","38","86","126","130","263","429","698","529","280","30","0","2,513","2,513","38","83","70","76","127","346","675","518","457","121","2"
"충청남도 서산시 팔봉면(4421033000)","3,231","3,231","35","98","106","101","217","544","929","706","425","69","1","1,666","1,666","16","53","67","63","134","304","496","350","167","16","0","1,565","1,565","19","45","39","38","83","240","433","356","258","53","1"
"충청남도 서산시 지곡면(4421034000)","7,840","7,840","397","754","511","715","1,167","1,380","1,443","848","527","95","3","4,236","4,236","212","383","318","455","687","785","762","418","195","20","1","3,604","3,604","185","371","193","260","480","595","681","430","332","75","2"
"충청남도 서산시 성연면(4421036000)","16,828","16,828","2,700","1,619","1,375","3,827","3,061","1,877","1,436","527","325","79","2","8,847","8,847","1,390","823","788","2,072","1,660","970","773","244","109","18","0","7,981","7,981","1,310","796","587","1,755","1,401","907","663","283","216","61","2"
"충청남도 서산시 음암면(4421037000)","9,057","9,057","304","691","678","661","1,168","1,734","1,838","1,067","781","129","6","4,662","4,662","143","370","431","366","638","931","947","510","293","32","1","4,395","4,395","161","321","247","295","530","803","891","557","488","97","5"
"충청남도 서산시 운산면(4421038000)","4,877","4,877","85","215","211","196","438","766","1,243","909","682","129","3","2,507","2,507","45","119","126","112","260","456","622","470","266","31","0","2,370","2,370","40","96","85","84","178","310","621","439","416","98","3"
"충청남도 서산시 해미면(4421039000)","7,007","7,007","161","383","657","397","678","1,222","1,566","1,105","710","125","3","3,653","3,653","78","198","415","241","409","681","805","540","255","31","0","3,354","3,354","83","185","242","156","269","541","761","565","455","94","3"
"충청남도 서산시 고북면(4421040000)","5,849","5,849","256","366","616","461","649","832","1,079","842","633","110","5","3,084","3,084","129","189","440","274","377","467","521","417","239","31","0","2,765","2,765","127","177","176","187","272","365","558","425","394","79","5"
"충청남도 서산시 부춘동(4421051000)","17,994","17,994","1,139","1,760","2,213","2,229","2,978","3,307","2,399","1,198","658","111","2","9,409","9,409","607","920","1,290","1,319","1,522","1,717","1,189","579","245","21","0","8,585","8,585","532","840","923","910","1,456","1,590","1,210","619","413","90","2"
"충청남도 서산시 동문1동(4421052500)","17,573","17,573","1,124","2,114","1,778","1,673","2,962","3,379","2,474","1,234","702","130","3","9,177","9,177","614","1,210","1,132","943","1,474","1,700","1,221","572","285","26","0","8,396","8,396","510","904","646","730","1,488","1,679","1,253","662","417","104","3"
"충청남도 서산시 동문2동(4421053500)","8,190","8,190","376","768","934","741","1,202","1,520","1,379","801","394","71","4","4,198","4,198","193","410","565","425","618","800","656","360","151","20","0","3,992","3,992","183","358","369","316","584","720","723","441","243","51","4"
"충청남도 서산시 수석동(4421054000)","17,163","17,163","1,283","2,145","1,959","2,105","2,936","2,818","2,104","1,112","582","116","3","8,793","8,793","631","1,054","1,144","1,179","1,502","1,479","1,056","526","195","26","1","8,370","8,370","652","1,091","815","926","1,434","1,339","1,048","586","387","90","2"
"충청남도 서산시 석남동(4421055000)","34,868","34,868","3,628","4,393","3,855","5,229","6,473","5,484","3,373","1,434","836","158","5","17,851","17,851","1,799","2,252","2,207","2,859","3,233","2,820","1,665","696","286","34","0","17,017","17,017","1,829","2,141","1,648","2,370","3,240","2,664","1,708","738","550","124","5"
"충청남도 논산시 (4423000000)","109,865","109,865","5,455","8,735","9,426","9,198","13,257","18,695","21,805","13,060","8,644","1,553","37","54,928","54,928","2,798","4,529","5,265","4,957","6,994","9,890","11,082","6,081","2,961","365","6","54,937","54,937","2,657","4,206","4,161","4,241","6,263","8,805","10,723","6,979","5,683","1,188","31"
"충청남도 논산시 강경읍(4423025000)","7,391","7,391","221","513","517","431","765","1,257","1,734","1,155","676","120","2","3,605","3,605","121","265","295","236","399","645","848","515","253","27","1","3,786","3,786","100","248","222","195","366","612","886","640","423","93","1"
"충청남도 논산시 연무읍(4423025300)","12,725","12,725","705","966","1,029","1,120","1,466","1,992","2,518","1,644","1,085","195","5","6,438","6,438","372","505","621","625","801","1,100","1,263","755","353","42","1","6,287","6,287","333","461","408","495","665","892","1,255","889","732","153","4"
"충청남도 논산시 성동면(4423031000)","3,821","3,821","101","136","189","228","281","574","988","672","551","100","1","1,936","1,936","48","74","115","147","184","325","516","304","190","33","0","1,885","1,885","53","62","74","81","97","249","472","368","361","67","1"
"충청남도 논산시 광석면(4423032000)","3,963","3,963","73","203","233","186","353","614","1,020","677","523","81","0","2,020","2,020","34","97","139","108","219","350","547","334","174","18","0","1,943","1,943","39","106","94","78","134","264","473","343","349","63","0"
"충청남도 논산시 노성면(4423033000)","2,708","2,708","67","127","153","138","233","433","646","479","358","71","3","1,383","1,383","37","76","92","82","141","248","342","232","119","14","0","1,325","1,325","30","51","61","56","92","185","304","247","239","57","3"
"충청남도 논산시 상월면(4423034000)","3,363","3,363","37","136","153","174","294","635","918","543","402","70","1","1,668","1,668","18","72","85","87","153","349","483","271","135","15","0","1,695","1,695","19","64","68","87","141","286","435","272","267","55","1"
"충청남도 논산시 부적면(4423035000)","3,335","3,335","79","133","175","188","294","550","881","548","394","91","2","1,691","1,691","40","63","100","105","172","327","465","257","140","21","1","1,644","1,644","39","70","75","83","122","223","416","291","254","70","1"
"충청남도 논산시 연산면(4423036000)","5,790","5,790","129","282","264","303","444","1,032","1,657","913","658","104","4","2,987","2,987","65","154","158","177","259","550","909","452","241","22","0","2,803","2,803","64","128","106","126","185","482","748","461","417","82","4"
"충청남도 논산시 벌곡면(4423038000)","2,369","2,369","46","126","89","102","151","397","664","426","301","66","1","1,212","1,212","23","71","51","66","87","233","343","224","104","10","0","1,157","1,157","23","55","38","36","64","164","321","202","197","56","1"
"충청남도 논산시 양촌면(4423039000)","5,933","5,933","294","366","350","571","471","974","1,307","831","648","119","2","3,017","3,017","159","193","218","310","240","517","706","403","228","42","1","2,916","2,916","135","173","132","261","231","457","601","428","420","77","1"
"충청남도 논산시 가야곡면(4423040000)","3,204","3,204","49","103","163","137","213","538","878","570","469","81","3","1,624","1,624","30","59","94","83","123","300","463","282","173","16","1","1,580","1,580","19","44","69","54","90","238","415","288","296","65","2"
"충청남도 논산시 은진면(4423041000)","3,796","3,796","72","183","392","243","361","641","882","540","396","82","4","2,009","2,009","35","94","225","167","236","377","474","262","127","12","0","1,787","1,787","37","89","167","76","125","264","408","278","269","70","4"
"충청남도 논산시 채운면(4423042000)","2,053","2,053","47","125","95","93","173","303","542","350","269","56","0","997","997","24","62","53","51","94","178","277","159","82","17","0","1,056","1,056","23","63","42","42","79","125","265","191","187","39","0"
"충청남도 논산시 취암동(4423051000)","34,369","34,369","2,662","3,754","4,181","4,050","5,562","5,896","4,570","2,319","1,168","202","5","17,118","17,118","1,336","1,938","2,229","2,099","2,799","2,981","2,238","1,060","380","57","1","17,251","17,251","1,326","1,816","1,952","1,951","2,763","2,915","2,332","1,259","788","145","4"
"충청남도 논산시 부창동(4423052000)","15,045","15,045","873","1,582","1,443","1,234","2,196","2,859","2,600","1,393","746","115","4","7,223","7,223","456","806","790","614","1,087","1,410","1,208","571","262","19","0","7,822","7,822","417","776","653","620","1,109","1,449","1,392","822","484","96","4"
"충청남도 계룡시 (4425000000)","46,724","46,724","3,759","6,239","4,818","5,422","8,451","8,166","5,788","2,577","1,266","229","9","23,352","23,352","1,896","3,279","2,688","2,814","4,116","4,082","2,751","1,259","420","44","3","23,372","23,372","1,863","2,960","2,130","2,608","4,335","4,084","3,037","1,318","846","185","6"
"충청남도 계룡시 두마면(4425031000)","14,021","14,021","1,298","1,610","1,437","2,102","2,434","2,441","1,701","663","279","55","1","6,952","6,952","673","833","736","1,069","1,168","1,204","829","336","97","7","0","7,069","7,069","625","777","701","1,033","1,266","1,237","872","327","182","48","1"
"충청남도 계룡시 엄사면(4425031500)","16,859","16,859","807","1,911","1,887","1,444","2,487","3,430","2,724","1,276","753","134","6","8,282","8,282","422","1,020","1,064","772","1,190","1,675","1,281","589","242","25","2","8,577","8,577","385","891","823","672","1,297","1,755","1,443","687","511","109","4"
"충청남도 계룡시 신도안면(4425033000)","7,769","7,769","1,145","1,724","628","1,174","2,204","736","91","44","20","3","0","4,030","4,030","558","905","367","588","1,133","436","25","12","5","1","0","3,739","3,739","587","819","261","586","1,071","300","66","32","15","2","0"
"충청남도 계룡시 금암동(4425051000)","8,075","8,075","509","994","866","702","1,326","1,559","1,272","594","214","37","2","4,088","4,088","243","521","521","385","625","767","616","322","76","11","1","3,987","3,987","266","473","345","317","701","792","656","272","138","26","1"
"충청남도 당진시 (4427000000)","170,266","170,266","12,750","16,461","14,683","20,314","27,969","28,469","25,341","13,867","8,900","1,473","39","91,121","91,121","6,515","8,591","8,759","11,688","15,713","16,170","13,331","6,725","3,239","389","1","79,145","79,145","6,235","7,870","5,924","8,626","12,256","12,299","12,010","7,142","5,661","1,084","38"
"충청남도 당진시 합덕읍(4427025000)","8,092","8,092","184","481","472","518","870","1,391","1,845","1,270","898","156","7","4,295","4,295","103","276","305","324","527","827","955","596","330","52","0","3,797","3,797","81","205","167","194","343","564","890","674","568","104","7"
"충청남도 당진시 송악읍(4427025300)","29,759","29,759","2,893","2,964","1,988","3,872","5,845","4,969","4,061","1,864","1,122","177","4","16,680","16,680","1,491","1,554","1,213","2,175","3,508","3,067","2,266","953","407","46","0","13,079","13,079","1,402","1,410","775","1,697","2,337","1,902","1,795","911","715","131","4"
"충청남도 당진시 고대면(4427031000)","5,450","5,450","109","228","361","324","480","978","1,386","846","634","101","3","2,892","2,892","60","115","199","207","299","581","739","428","241","23","0","2,558","2,558","49","113","162","117","181","397","647","418","393","78","3"
"충청남도 당진시 석문면(4427032000)","8,722","8,722","234","408","612","739","1,098","1,858","1,985","986","695","105","2","5,134","5,134","128","218","399","514","761","1,215","1,126","491","253","28","1","3,588","3,588","106","190","213","225","337","643","859","495","442","77","1"
"충청남도 당진시 대호지면(4427033000)","2,258","2,258","41","69","91","102","136","331","627","474","324","60","3","1,161","1,161","23","38","59","64","89","191","315","247","120","15","0","1,097","1,097","18","31","32","38","47","140","312","227","204","45","3"
"충청남도 당진시 정미면(4427034000)","3,516","3,516","72","166","226","177","270","565","908","612","437","80","3","1,812","1,812","34","80","137","109","148","312","495","307","170","20","0","1,704","1,704","38","86","89","68","122","253","413","305","267","60","3"
"충청남도 당진시 면천면(4427035000)","3,384","3,384","53","152","185","184","281","604","917","552","380","72","4","1,741","1,741","27","76","120","110","164","330","479","273","141","21","0","1,643","1,643","26","76","65","74","117","274","438","279","239","51","4"
"충청남도 당진시 순성면(4427036000)","4,789","4,789","110","230","295","202","427","832","1,162","817","598","114","2","2,450","2,450","51","126","185","124","249","464","608","394","218","31","0","2,339","2,339","59","104","110","78","178","368","554","423","380","83","2"
"충청남도 당진시 우강면(4427037000)","5,325","5,325","170","308","388","300","580","867","1,181","850","594","87","0","2,657","2,657","73","161","236","161","338","486","577","415","188","22","0","2,668","2,668","97","147","152","139","242","381","604","435","406","65","0"
"충청남도 당진시 신평면(4427038000)","14,642","14,642","902","1,796","1,198","1,093","2,447","2,474","2,414","1,365","798","151","4","7,511","7,511","447","929","710","589","1,256","1,383","1,233","637","292","35","0","7,131","7,131","455","867","488","504","1,191","1,091","1,181","728","506","116","4"
"충청남도 당진시 송산면(4427039000)","11,677","11,677","677","971","986","1,528","2,078","2,156","1,728","852","605","96","0","6,845","6,845","331","484","667","1,041","1,328","1,350","965","415","232","32","0","4,832","4,832","346","487","319","487","750","806","763","437","373","64","0"
"충청남도 당진시 당진1동(4427051000)","33,845","33,845","3,727","3,593","3,920","6,454","6,305","4,787","2,952","1,339","668","97","3","17,955","17,955","1,905","1,857","2,263","3,730","3,396","2,466","1,469","603","244","22","0","15,890","15,890","1,822","1,736","1,657","2,724","2,909","2,321","1,483","736","424","75","3"
"충청남도 당진시 당진2동(4427052000)","22,279","22,279","2,384","2,627","2,087","3,060","4,018","3,530","2,519","1,263","681","109","1","11,437","11,437","1,229","1,371","1,175","1,572","2,100","1,856","1,266","601","245","22","0","10,842","10,842","1,155","1,256","912","1,488","1,918","1,674","1,253","662","436","87","1"
"충청남도 당진시 당진3동(4427053000)","16,528","16,528","1,194","2,468","1,874","1,761","3,134","3,127","1,656","777","466","68","3","8,551","8,551","613","1,306","1,091","968","1,550","1,642","838","365","158","20","0","7,977","7,977","581","1,162","783","793","1,584","1,485","818","412","308","48","3"
"충청남도 금산군 (4471000000)","50,129","50,129","1,834","4,166","3,392","3,093","5,410","8,807","11,088","6,934","4,643","744","18","25,435","25,435","906","2,200","1,985","1,633","2,931","4,874","5,842","3,283","1,586","193","2","24,694","24,694","928","1,966","1,407","1,460","2,479","3,933","5,246","3,651","3,057","551","16"
"충청남도 금산군 금산읍(4471025000)","22,761","22,761","1,233","2,433","1,953","1,841","3,327","4,054","3,838","2,475","1,417","186","4","11,171","11,171","592","1,257","1,103","932","1,701","2,086","1,878","1,068","499","54","1","11,590","11,590","641","1,176","850","909","1,626","1,968","1,960","1,407","918","132","3"
"충청남도 금산군 금성면(4471031000)","3,088","3,088","62","127","145","147","242","565","787","554","375","80","4","1,608","1,608","38","71","98","80","146","322","441","267","127","17","1","1,480","1,480","24","56","47","67","96","243","346","287","248","63","3"
"충청남도 금산군 제원면(4471032000)","2,735","2,735","51","90","137","126","187","469","769","503","342","58","3","1,440","1,440","31","58","91","75","115","267","415","259","116","13","0","1,295","1,295","20","32","46","51","72","202","354","244","226","45","3"
"충청남도 금산군 부리면(4471033000)","2,379","2,379","41","73","69","76","160","361","664","465","393","76","1","1,210","1,210","19","26","42","43","111","230","370","234","118","17","0","1,169","1,169","22","47","27","33","49","131","294","231","275","59","1"
"충청남도 금산군 군북면(4471034000)","2,355","2,355","80","107","90","99","184","385","649","410","294","57","0","1,213","1,213","36","61","52","53","103","237","363","190","106","12","0","1,142","1,142","44","46","38","46","81","148","286","220","188","45","0"
"충청남도 금산군 남일면(4471035000)","2,819","2,819","59","473","110","119","179","401","640","424","343","69","2","1,457","1,457","37","254","71","66","103","240","353","203","112","18","0","1,362","1,362","22","219","39","53","76","161","287","221","231","51","2"
"충청남도 금산군 남이면(4471036000)","2,013","2,013","32","145","69","62","112","359","604","309","283","37","1","1,047","1,047","18","81","45","38","62","213","333","137","106","14","0","966","966","14","64","24","24","50","146","271","172","177","23","1"
"충청남도 금산군 진산면(4471037000)","3,134","3,134","61","155","147","118","229","594","821","553","402","54","0","1,590","1,590","31","88","82","61","125","343","432","286","128","14","0","1,544","1,544","30","67","65","57","104","251","389","267","274","40","0"
"충청남도 금산군 복수면(4471038000)","2,894","2,894","57","124","139","154","232","511","787","506","331","52","1","1,526","1,526","22","72","86","82","142","303","429","259","116","15","0","1,368","1,368","35","52","53","72","90","208","358","247","215","37","1"
